"","Age","Sex","Geo","Year","Population"
"5568","TOTAL","T","XK",1984,NA
"5569","TOTAL","F","AD",1983,NA
"5570","TOTAL","F","AL",1983,NA
"5571","TOTAL","F","AM",1983,NA
"5572","TOTAL","F","AT",1983,3981596
"5573","TOTAL","F","AZ",1983,NA
"5574","TOTAL","F","BA",1983,NA
"5575","TOTAL","F","BE",1983,5044878
"5576","TOTAL","F","BG",1983,4486480
"5577","TOTAL","F","BY",1983,NA
"5578","TOTAL","F","CH",1983,3288680
"5579","TOTAL","F","CY",1983,263719
"5580","TOTAL","F","CZ",1983,5316340
"5581","TOTAL","F","DE",1983,32118246
"5582","TOTAL","F","DE_TOT",1983,40958488
"5583","TOTAL","F","DK",1983,2595244
"5584","TOTAL","F","EA18",1983,NA
"5585","TOTAL","F","EA19",1983,NA
"5586","TOTAL","F","EE",1983,805761
"5587","TOTAL","F","EEA30",1983,NA
"5588","TOTAL","F","EEA31",1983,NA
"5589","TOTAL","F","EFTA",1983,5500943
"5590","TOTAL","F","EL",1983,4992484
"5591","TOTAL","F","ES",1983,19370938
"5592","TOTAL","F","EU27",1983,NA
"5593","TOTAL","F","EU28",1983,NA
"5594","TOTAL","F","FI",1983,2498846
"5595","TOTAL","F","FR",1983,NA
"5596","TOTAL","F","FX",1983,27978468
"5597","TOTAL","F","GE",1983,NA
"5598","TOTAL","F","HR",1983,2397661
"5599","TOTAL","F","HU",1983,5523082
"5600","TOTAL","F","IE",1983,1743900
"5601","TOTAL","F","IS",1983,116852
"5602","TOTAL","F","IT",1983,29062838
"5603","TOTAL","F","LI",1983,13376
"5604","TOTAL","F","LT",1983,1837425
"5605","TOTAL","F","LU",1983,187675
"5606","TOTAL","F","LV",1983,1367779
"5607","TOTAL","F","MC",1983,NA
"5608","TOTAL","F","MD",1983,NA
"5609","TOTAL","F","ME",1983,NA
"5610","TOTAL","F","MK",1983,NA
"5611","TOTAL","F","MT",1983,NA
"5612","TOTAL","F","NL",1983,7236953
"5613","TOTAL","F","NO",1983,2082035
"5614","TOTAL","F","PL",1983,NA
"5615","TOTAL","F","PT",1983,5148652
"5616","TOTAL","F","RO",1983,11411665
"5617","TOTAL","F","RS",1983,NA
"5618","TOTAL","F","RU",1983,NA
"5619","TOTAL","F","SE",1983,4210128
"5620","TOTAL","F","SI",1983,985910
"5621","TOTAL","F","SK",1983,2582675
"5622","TOTAL","F","SM",1983,NA
"5623","TOTAL","F","TR",1983,23262258
"5624","TOTAL","F","UA",1983,NA
"5625","TOTAL","F","UK",1983,28935694
"5626","TOTAL","F","XK",1983,NA
"5627","TOTAL","M","AD",1983,NA
"5628","TOTAL","M","AL",1983,NA
"5629","TOTAL","M","AM",1983,NA
"5630","TOTAL","M","AT",1983,3582589
"5631","TOTAL","M","AZ",1983,NA
"5632","TOTAL","M","BA",1983,NA
"5633","TOTAL","M","BE",1983,4813139
"5634","TOTAL","M","BG",1983,4442852
"5635","TOTAL","M","BY",1983,NA
"5636","TOTAL","M","CH",1983,3121033
"5637","TOTAL","M","CY",1983,260904
"5638","TOTAL","M","CZ",1983,5004846
"5639","TOTAL","M","DE",1983,29427855
"5640","TOTAL","M","DE_TOT",1983,37289919
"5641","TOTAL","M","DK",1983,2521220
"5642","TOTAL","M","EA18",1983,NA
"5643","TOTAL","M","EA19",1983,NA
"5644","TOTAL","M","EE",1983,697982
"5645","TOTAL","M","EEA30",1983,NA
"5646","TOTAL","M","EEA31",1983,NA
"5647","TOTAL","M","EFTA",1983,5293198
"5648","TOTAL","M","EL",1983,4828668
"5649","TOTAL","M","ES",1983,18669761
"5650","TOTAL","M","EU27",1983,NA
"5651","TOTAL","M","EU28",1983,NA
"5652","TOTAL","M","FI",1983,2342869
"5653","TOTAL","M","FR",1983,NA
"5654","TOTAL","M","FX",1983,26671516
"5655","TOTAL","M","GE",1983,NA
"5656","TOTAL","M","HR",1983,2249260
"5657","TOTAL","M","HU",1983,5177073
"5658","TOTAL","M","IE",1983,1754500
"5659","TOTAL","M","IS",1983,118685
"5660","TOTAL","M","IT",1983,27500193
"5661","TOTAL","M","LI",1983,13004
"5662","TOTAL","M","LT",1983,1633248
"5663","TOTAL","M","LU",1983,177775
"5664","TOTAL","M","LV",1983,1170179
"5665","TOTAL","M","MC",1983,NA
"5666","TOTAL","M","MD",1983,NA
"5667","TOTAL","M","ME",1983,NA
"5668","TOTAL","M","MK",1983,NA
"5669","TOTAL","M","MT",1983,NA
"5670","TOTAL","M","NL",1983,7102598
"5671","TOTAL","M","NO",1983,2040476
"5672","TOTAL","M","PL",1983,NA
"5673","TOTAL","M","PT",1983,4791219
"5674","TOTAL","M","RO",1983,11115570
"5675","TOTAL","M","RS",1983,NA
"5676","TOTAL","M","RU",1983,NA
"5677","TOTAL","M","SE",1983,4117360
"5678","TOTAL","M","SI",1983,931263
"5679","TOTAL","M","SK",1983,2491641
"5680","TOTAL","M","SM",1983,NA
"5681","TOTAL","M","TR",1983,23948190
"5682","TOTAL","M","UA",1983,NA
"5683","TOTAL","M","UK",1983,27367500
"5684","TOTAL","M","XK",1983,NA
"5685","TOTAL","T","AD",1983,NA
"5686","TOTAL","T","AL",1983,2815239
"5687","TOTAL","T","AM",1983,NA
"5688","TOTAL","T","AT",1983,7564185
"5689","TOTAL","T","AZ",1983,NA
"5690","TOTAL","T","BA",1983,4203208
"5691","TOTAL","T","BE",1983,9858017
"5692","TOTAL","T","BG",1983,8929332
"5693","TOTAL","T","BY",1983,NA
"5694","TOTAL","T","CH",1983,6409713
"5695","TOTAL","T","CY",1983,524623
"5696","TOTAL","T","CZ",1983,10321186
"5697","TOTAL","T","DE",1983,61546101
"5698","TOTAL","T","DE_TOT",1983,78248407
"5699","TOTAL","T","DK",1983,5116464
"5700","TOTAL","T","EA18",1983,299620134
"5701","TOTAL","T","EA19",1983,NA
"5702","TOTAL","T","EE",1983,1503743
"5703","TOTAL","T","EEA30",1983,466098941
"5704","TOTAL","T","EEA31",1983,470745862
"5705","TOTAL","T","EFTA",1983,10794141
"5706","TOTAL","T","EL",1983,9821152
"5707","TOTAL","T","ES",1983,38040699
"5708","TOTAL","T","EU27",1983,461714513
"5709","TOTAL","T","EU28",1983,466361434
"5710","TOTAL","T","FI",1983,4841715
"5711","TOTAL","T","FR",1983,NA
"5712","TOTAL","T","FX",1983,54649984
"5713","TOTAL","T","GE",1983,NA
"5714","TOTAL","T","HR",1983,4646921
"5715","TOTAL","T","HU",1983,10700155
"5716","TOTAL","T","IE",1983,3498400
"5717","TOTAL","T","IS",1983,235537
"5718","TOTAL","T","IT",1983,56563031
"5719","TOTAL","T","LI",1983,26380
"5720","TOTAL","T","LT",1983,3470673
"5721","TOTAL","T","LU",1983,365450
"5722","TOTAL","T","LV",1983,2537958
"5723","TOTAL","T","MC",1983,NA
"5724","TOTAL","T","MD",1983,NA
"5725","TOTAL","T","ME",1983,NA
"5726","TOTAL","T","MK",1983,1954972
"5727","TOTAL","T","MT",1983,331859
"5728","TOTAL","T","NL",1983,14339551
"5729","TOTAL","T","NO",1983,4122511
"5730","TOTAL","T","PL",1983,36398652
"5731","TOTAL","T","PT",1983,9939871
"5732","TOTAL","T","RO",1983,22527235
"5733","TOTAL","T","RS",1983,NA
"5734","TOTAL","T","RU",1983,NA
"5735","TOTAL","T","SE",1983,8327488
"5736","TOTAL","T","SI",1983,1917173
"5737","TOTAL","T","SK",1983,5074316
"5738","TOTAL","T","SM",1983,NA
"5739","TOTAL","T","TR",1983,47210448
"5740","TOTAL","T","UA",1983,NA
"5741","TOTAL","T","UK",1983,56303194
"5742","TOTAL","T","XK",1983,NA
"5743","TOTAL","F","AD",1982,NA
"5744","TOTAL","F","AL",1982,NA
"5745","TOTAL","F","AM",1982,NA
"5746","TOTAL","F","AT",1982,3993808
"5747","TOTAL","F","AZ",1982,NA
"5748","TOTAL","F","BA",1982,NA
"5749","TOTAL","F","BE",1982,5042116
"5750","TOTAL","F","BG",1982,4471841
"5751","TOTAL","F","BY",1982,NA
"5752","TOTAL","F","CH",1982,3271087
"5753","TOTAL","F","CY",1982,262907
"5754","TOTAL","F","CZ",1982,5310895
"5755","TOTAL","F","DE",1982,32189833
"5756","TOTAL","F","DE_TOT",1982,41046356
"5757","TOTAL","F","DK",1982,2595330
"5758","TOTAL","F","EA18",1982,154013111
"5759","TOTAL","F","EA19",1982,NA
"5760","TOTAL","F","EE",1982,800677
"5761","TOTAL","F","EEA30",1982,NA
"5762","TOTAL","F","EEA31",1982,NA
"5763","TOTAL","F","EFTA",1982,5473037
"5764","TOTAL","F","EL",1982,4961078
"5765","TOTAL","F","ES",1982,19272411
"5766","TOTAL","F","EU27",1982,NA
"5767","TOTAL","F","EU28",1982,NA
"5768","TOTAL","F","FI",1982,2484677
"5769","TOTAL","F","FR",1982,NA
"5770","TOTAL","F","FX",1982,27804800
"5771","TOTAL","F","GE",1982,NA
"5772","TOTAL","F","HR",1982,2384760
"5773","TOTAL","F","HU",1982,5526399
"5774","TOTAL","F","IE",1982,1728700
"5775","TOTAL","F","IS",1982,115182
"5776","TOTAL","F","IT",1982,29036636
"5777","TOTAL","F","LI",1982,13228
"5778","TOTAL","F","LT",1982,1823260
"5779","TOTAL","F","LU",1982,187550
"5780","TOTAL","F","LV",1982,1361170
"5781","TOTAL","F","MC",1982,NA
"5782","TOTAL","F","MD",1982,NA
"5783","TOTAL","F","ME",1982,NA
"5784","TOTAL","F","MK",1982,NA
"5785","TOTAL","F","MT",1982,164086
"5786","TOTAL","F","NL",1982,7204263
"5787","TOTAL","F","NO",1982,2073540
"5788","TOTAL","F","PL",1982,NA
"5789","TOTAL","F","PT",1982,5120752
"5790","TOTAL","F","RO",1982,11359888
"5791","TOTAL","F","RS",1982,NA
"5792","TOTAL","F","RU",1982,NA
"5793","TOTAL","F","SE",1982,4204412
"5794","TOTAL","F","SI",1982,978951
"5795","TOTAL","F","SK",1982,2562173
"5796","TOTAL","F","SM",1982,NA
"5797","TOTAL","F","TR",1982,22693570
"5798","TOTAL","F","UA",1982,NA
"5799","TOTAL","F","UK",1982,28936510
"5800","TOTAL","F","XK",1982,NA
"5801","TOTAL","M","AD",1982,NA
"5802","TOTAL","M","AL",1982,NA
"5803","TOTAL","M","AM",1982,NA
"5804","TOTAL","M","AT",1982,3590286
"5805","TOTAL","M","AZ",1982,NA
"5806","TOTAL","M","BA",1982,NA
"5807","TOTAL","M","BE",1982,4812473
"5808","TOTAL","M","BG",1982,4433740
"5809","TOTAL","M","BY",1982,NA
"5810","TOTAL","M","CH",1982,3101817
"5811","TOTAL","M","CY",1982,259938
"5812","TOTAL","M","CZ",1982,4997570
"5813","TOTAL","M","DE",1982,29522856
"5814","TOTAL","M","DE_TOT",1982,37371968
"5815","TOTAL","M","DK",1982,2523825
"5816","TOTAL","M","EA18",1982,144925637
"5817","TOTAL","M","EA19",1982,NA
"5818","TOTAL","M","EE",1982,692408
"5819","TOTAL","M","EEA30",1982,NA
"5820","TOTAL","M","EEA31",1982,NA
"5821","TOTAL","M","EFTA",1982,5265242
"5822","TOTAL","M","EL",1982,4796796
"5823","TOTAL","M","ES",1982,18572499
"5824","TOTAL","M","EU27",1982,NA
"5825","TOTAL","M","EU28",1982,NA
"5826","TOTAL","M","FI",1982,2327473
"5827","TOTAL","M","FR",1982,NA
"5828","TOTAL","M","FX",1982,26530200
"5829","TOTAL","M","GE",1982,NA
"5830","TOTAL","M","HR",1982,2236788
"5831","TOTAL","M","HU",1982,5184515
"5832","TOTAL","M","IE",1982,1744500
"5833","TOTAL","M","IS",1982,117000
"5834","TOTAL","M","IT",1982,27487428
"5835","TOTAL","M","LI",1982,12902
"5836","TOTAL","M","LT",1982,1620424
"5837","TOTAL","M","LU",1982,178050
"5838","TOTAL","M","LV",1982,1163032
"5839","TOTAL","M","MC",1982,NA
"5840","TOTAL","M","MD",1982,NA
"5841","TOTAL","M","ME",1982,NA
"5842","TOTAL","M","MK",1982,NA
"5843","TOTAL","M","MT",1982,155850
"5844","TOTAL","M","NL",1982,7081566
"5845","TOTAL","M","NO",1982,2033523
"5846","TOTAL","M","PL",1982,NA
"5847","TOTAL","M","PT",1982,4762918
"5848","TOTAL","M","RO",1982,11064358
"5849","TOTAL","M","RS",1982,NA
"5850","TOTAL","M","RU",1982,NA
"5851","TOTAL","M","SE",1982,4118626
"5852","TOTAL","M","SI",1982,924544
"5853","TOTAL","M","SK",1982,2473708
"5854","TOTAL","M","SM",1982,NA
"5855","TOTAL","M","TR",1982,23391938
"5856","TOTAL","M","UA",1982,NA
"5857","TOTAL","M","UK",1982,27387578
"5858","TOTAL","M","XK",1982,NA
"5859","TOTAL","T","AD",1982,NA
"5860","TOTAL","T","AL",1982,2753316
"5861","TOTAL","T","AM",1982,NA
"5862","TOTAL","T","AT",1982,7584094
"5863","TOTAL","T","AZ",1982,NA
"5864","TOTAL","T","BA",1982,4158361
"5865","TOTAL","T","BE",1982,9854589
"5866","TOTAL","T","BG",1982,8905581
"5867","TOTAL","T","BY",1982,NA
"5868","TOTAL","T","CH",1982,6372904
"5869","TOTAL","T","CY",1982,522845
"5870","TOTAL","T","CZ",1982,10308465
"5871","TOTAL","T","DE",1982,61712689
"5872","TOTAL","T","DE_TOT",1982,78418324
"5873","TOTAL","T","DK",1982,5119155
"5874","TOTAL","T","EA18",1982,298938748
"5875","TOTAL","T","EA19",1982,NA
"5876","TOTAL","T","EE",1982,1493085
"5877","TOTAL","T","EEA30",1982,464925603
"5878","TOTAL","T","EEA31",1982,469547151
"5879","TOTAL","T","EFTA",1982,10738279
"5880","TOTAL","T","EL",1982,9757874
"5881","TOTAL","T","ES",1982,37844910
"5882","TOTAL","T","EU27",1982,460560228
"5883","TOTAL","T","EU28",1982,465181776
"5884","TOTAL","T","FI",1982,4812150
"5885","TOTAL","T","FR",1982,NA
"5886","TOTAL","T","FX",1982,54335000
"5887","TOTAL","T","GE",1982,NA
"5888","TOTAL","T","HR",1982,4621548
"5889","TOTAL","T","HU",1982,10710914
"5890","TOTAL","T","IE",1982,3473200
"5891","TOTAL","T","IS",1982,232182
"5892","TOTAL","T","IT",1982,56524064
"5893","TOTAL","T","LI",1982,26130
"5894","TOTAL","T","LT",1982,3443684
"5895","TOTAL","T","LU",1982,365600
"5896","TOTAL","T","LV",1982,2524202
"5897","TOTAL","T","MC",1982,NA
"5898","TOTAL","T","MD",1982,NA
"5899","TOTAL","T","ME",1982,NA
"5900","TOTAL","T","MK",1982,1928856
"5901","TOTAL","T","MT",1982,319936
"5902","TOTAL","T","NL",1982,14285829
"5903","TOTAL","T","NO",1982,4107063
"5904","TOTAL","T","PL",1982,36062309
"5905","TOTAL","T","PT",1982,9883670
"5906","TOTAL","T","RO",1982,22424246
"5907","TOTAL","T","RS",1982,NA
"5908","TOTAL","T","RU",1982,NA
"5909","TOTAL","T","SE",1982,8323038
"5910","TOTAL","T","SI",1982,1903495
"5911","TOTAL","T","SK",1982,5035881
"5912","TOTAL","T","SM",1982,NA
"5913","TOTAL","T","TR",1982,46085508
"5914","TOTAL","T","UA",1982,NA
"5915","TOTAL","T","UK",1982,56324088
"5916","TOTAL","T","XK",1982,NA
"5917","TOTAL","F","AD",1981,NA
"5918","TOTAL","F","AL",1981,NA
"5919","TOTAL","F","AM",1981,NA
"5920","TOTAL","F","AT",1981,3983154
"5921","TOTAL","F","AZ",1981,NA
"5922","TOTAL","F","BA",1981,NA
"5923","TOTAL","F","BE",1981,5041979
"5924","TOTAL","F","BG",1981,4454938
"5925","TOTAL","F","BY",1981,NA
"5926","TOTAL","F","CH",1981,3253278
"5927","TOTAL","F","CY",1981,258200
"5928","TOTAL","F","CZ",1981,5303918
"5929","TOTAL","F","DE",1981,32176912
"5930","TOTAL","F","DE_TOT",1981,41059485
"5931","TOTAL","F","DK",1981,2595764
"5932","TOTAL","F","EA18",1981,153545537
"5933","TOTAL","F","EA19",1981,NA
"5934","TOTAL","F","EE",1981,795741
"5935","TOTAL","F","EEA30",1981,NA
"5936","TOTAL","F","EEA31",1981,NA
"5937","TOTAL","F","EFTA",1981,5444478
"5938","TOTAL","F","EL",1981,4936482
"5939","TOTAL","F","ES",1981,19168975
"5940","TOTAL","F","EU27",1981,NA
"5941","TOTAL","F","EU28",1981,NA
"5942","TOTAL","F","FI",1981,2472935
"5943","TOTAL","F","FR",1981,NA
"5944","TOTAL","F","FX",1981,27647654
"5945","TOTAL","F","GE",1981,NA
"5946","TOTAL","F","HR",1981,2374579
"5947","TOTAL","F","HU",1981,5524686
"5948","TOTAL","F","IE",1981,1708700
"5949","TOTAL","F","IS",1981,113744
"5950","TOTAL","F","IT",1981,28994072
"5951","TOTAL","F","LI",1981,12696
"5952","TOTAL","F","LT",1981,1811955
"5953","TOTAL","F","LU",1981,186600
"5954","TOTAL","F","LV",1981,1356752
"5955","TOTAL","F","MC",1981,NA
"5956","TOTAL","F","MD",1981,NA
"5957","TOTAL","F","ME",1981,NA
"5958","TOTAL","F","MK",1981,NA
"5959","TOTAL","F","MT",1981,163269
"5960","TOTAL","F","NL",1981,7160112
"5961","TOTAL","F","NO",1981,2064760
"5962","TOTAL","F","PL",1981,NA
"5963","TOTAL","F","PT",1981,5088051
"5964","TOTAL","F","RO",1981,11288141
"5965","TOTAL","F","RS",1981,NA
"5966","TOTAL","F","RU",1981,NA
"5967","TOTAL","F","SE",1981,4198127
"5968","TOTAL","F","SI",1981,982638
"5969","TOTAL","F","SK",1981,2540738
"5970","TOTAL","F","SM",1981,NA
"5971","TOTAL","F","TR",1981,22153959
"5972","TOTAL","F","UA",1981,NA
"5973","TOTAL","F","UK",1981,28932214
"5974","TOTAL","F","XK",1981,NA
"5975","TOTAL","M","AD",1981,NA
"5976","TOTAL","M","AL",1981,NA
"5977","TOTAL","M","AM",1981,NA
"5978","TOTAL","M","AT",1981,3570172
"5979","TOTAL","M","AZ",1981,NA
"5980","TOTAL","M","BA",1981,NA
"5981","TOTAL","M","BE",1981,4821395
"5982","TOTAL","M","BG",1981,4421714
"5983","TOTAL","M","BY",1981,NA
"5984","TOTAL","M","CH",1981,3081965
"5985","TOTAL","M","CY",1981,254100
"5986","TOTAL","M","CZ",1981,4988799
"5987","TOTAL","M","DE",1981,29481040
"5988","TOTAL","M","DE_TOT",1981,37338005
"5989","TOTAL","M","DK",1981,2528225
"5990","TOTAL","M","EA18",1981,144459773
"5991","TOTAL","M","EA19",1981,NA
"5992","TOTAL","M","EE",1981,686506
"5993","TOTAL","M","EEA30",1981,NA
"5994","TOTAL","M","EEA31",1981,NA
"5995","TOTAL","M","EFTA",1981,5237647
"5996","TOTAL","M","EL",1981,4764344
"5997","TOTAL","M","ES",1981,18467226
"5998","TOTAL","M","EU27",1981,NA
"5999","TOTAL","M","EU28",1981,NA
"6000","TOTAL","M","FI",1981,2314843
"6001","TOTAL","M","FR",1981,NA
"6002","TOTAL","M","FX",1981,26380976
"6003","TOTAL","M","GE",1981,NA
"6004","TOTAL","M","HR",1981,2226890
"6005","TOTAL","M","HU",1981,5188095
"6006","TOTAL","M","IE",1981,1724100
"6007","TOTAL","M","IS",1981,115583
"6008","TOTAL","M","IT",1981,27485213
"6009","TOTAL","M","LI",1981,12519
"6010","TOTAL","M","LT",1981,1610255
"6011","TOTAL","M","LU",1981,178250
"6012","TOTAL","M","LV",1981,1157888
"6013","TOTAL","M","MC",1981,NA
"6014","TOTAL","M","MD",1981,NA
"6015","TOTAL","M","ME",1981,NA
"6016","TOTAL","M","MK",1981,NA
"6017","TOTAL","M","MT",1981,154759
"6018","TOTAL","M","NL",1981,7048474
"6019","TOTAL","M","NO",1981,2027580
"6020","TOTAL","M","PL",1981,NA
"6021","TOTAL","M","PT",1981,4731003
"6022","TOTAL","M","RO",1981,10993753
"6023","TOTAL","M","RS",1981,NA
"6024","TOTAL","M","RU",1981,NA
"6025","TOTAL","M","SE",1981,4119840
"6026","TOTAL","M","SI",1981,926928
"6027","TOTAL","M","SK",1981,2455591
"6028","TOTAL","M","SM",1981,NA
"6029","TOTAL","M","TR",1981,22869491
"6030","TOTAL","M","UA",1981,NA
"6031","TOTAL","M","UK",1981,27411355
"6032","TOTAL","M","XK",1981,NA
"6033","TOTAL","T","AD",1981,NA
"6034","TOTAL","T","AL",1981,2698795
"6035","TOTAL","T","AM",1981,NA
"6036","TOTAL","T","AT",1981,7553326
"6037","TOTAL","T","AZ",1981,NA
"6038","TOTAL","T","BA",1981,4114030
"6039","TOTAL","T","BE",1981,9863374
"6040","TOTAL","T","BG",1981,8876652
"6041","TOTAL","T","BY",1981,NA
"6042","TOTAL","T","CH",1981,6335243
"6043","TOTAL","T","CY",1981,512300
"6044","TOTAL","T","CZ",1981,10292717
"6045","TOTAL","T","DE",1981,61657952
"6046","TOTAL","T","DE_TOT",1981,78397490
"6047","TOTAL","T","DK",1981,5123989
"6048","TOTAL","T","EA18",1981,298005310
"6049","TOTAL","T","EA19",1981,NA
"6050","TOTAL","T","EE",1981,1482247
"6051","TOTAL","T","EEA30",1981,463458836
"6052","TOTAL","T","EEA31",1981,468060305
"6053","TOTAL","T","EFTA",1981,10682125
"6054","TOTAL","T","EL",1981,9700826
"6055","TOTAL","T","ES",1981,37636201
"6056","TOTAL","T","EU27",1981,459111954
"6057","TOTAL","T","EU28",1981,463713423
"6058","TOTAL","T","FI",1981,4787778
"6059","TOTAL","T","FR",1981,NA
"6060","TOTAL","T","FX",1981,54028630
"6061","TOTAL","T","GE",1981,NA
"6062","TOTAL","T","HR",1981,4601469
"6063","TOTAL","T","HU",1981,10712781
"6064","TOTAL","T","IE",1981,3432800
"6065","TOTAL","T","IS",1981,229327
"6066","TOTAL","T","IT",1981,56479285
"6067","TOTAL","T","LI",1981,25215
"6068","TOTAL","T","LT",1981,3422210
"6069","TOTAL","T","LU",1981,364850
"6070","TOTAL","T","LV",1981,2514640
"6071","TOTAL","T","MC",1981,NA
"6072","TOTAL","T","MD",1981,NA
"6073","TOTAL","T","ME",1981,NA
"6074","TOTAL","T","MK",1981,1904570
"6075","TOTAL","T","MT",1981,318028
"6076","TOTAL","T","NL",1981,14208586
"6077","TOTAL","T","NO",1981,4092340
"6078","TOTAL","T","PL",1981,35734865
"6079","TOTAL","T","PT",1981,9819054
"6080","TOTAL","T","RO",1981,22281894
"6081","TOTAL","T","RS",1981,NA
"6082","TOTAL","T","RU",1981,NA
"6083","TOTAL","T","SE",1981,8317967
"6084","TOTAL","T","SI",1981,1909566
"6085","TOTAL","T","SK",1981,4996329
"6086","TOTAL","T","SM",1981,NA
"6087","TOTAL","T","TR",1981,45023450
"6088","TOTAL","T","UA",1981,NA
"6089","TOTAL","T","UK",1981,56343569
"6090","TOTAL","T","XK",1981,NA
"6091","TOTAL","F","AD",1980,NA
"6092","TOTAL","F","AL",1980,NA
"6093","TOTAL","F","AM",1980,NA
"6094","TOTAL","F","AT",1980,3981359
"6095","TOTAL","F","AZ",1980,NA
"6096","TOTAL","F","BA",1980,NA
"6097","TOTAL","F","BE",1980,5036166
"6098","TOTAL","F","BG",1980,4437268
"6099","TOTAL","F","BY",1980,NA
"6100","TOTAL","F","CH",1980,3237338
"6101","TOTAL","F","CY",1980,254900
"6102","TOTAL","F","CZ",1980,5310984
"6103","TOTAL","F","DE",1980,32122268
"6104","TOTAL","F","DE_TOT",1980,41023108
"6105","TOTAL","F","DK",1980,2593012
"6106","TOTAL","F","EA18",1980,152843164
"6107","TOTAL","F","EA19",1980,NA
"6108","TOTAL","F","EE",1980,790617
"6109","TOTAL","F","EEA30",1980,237143988
"6110","TOTAL","F","EEA31",1980,NA
"6111","TOTAL","F","EFTA",1980,5419800
"6112","TOTAL","F","EL",1980,4881854
"6113","TOTAL","F","ES",1980,18968761
"6114","TOTAL","F","EU27",1980,234961526
"6115","TOTAL","F","EU28",1980,NA
"6116","TOTAL","F","FI",1980,2464508
"6117","TOTAL","F","FR",1980,NA
"6118","TOTAL","F","FX",1980,27487598
"6119","TOTAL","F","GE",1980,NA
"6120","TOTAL","F","HR",1980,NA
"6121","TOTAL","F","HU",1980,5520754
"6122","TOTAL","F","IE",1980,1687700
"6123","TOTAL","F","IS",1980,112509
"6124","TOTAL","F","IT",1980,28929293
"6125","TOTAL","F","LI",1980,12913
"6126","TOTAL","F","LT",1980,1801928
"6127","TOTAL","F","LU",1980,185475
"6128","TOTAL","F","LV",1980,1354307
"6129","TOTAL","F","MC",1980,NA
"6130","TOTAL","F","MD",1980,NA
"6131","TOTAL","F","ME",1980,NA
"6132","TOTAL","F","MK",1980,NA
"6133","TOTAL","F","MT",1980,162210
"6134","TOTAL","F","NL",1980,7096734
"6135","TOTAL","F","NO",1980,2057040
"6136","TOTAL","F","PL",1980,18159646
"6137","TOTAL","F","PT",1980,5042890
"6138","TOTAL","F","RO",1980,11214574
"6139","TOTAL","F","RS",1980,NA
"6140","TOTAL","F","RU",1980,NA
"6141","TOTAL","F","SE",1980,4187535
"6142","TOTAL","F","SI",1980,974117
"6143","TOTAL","F","SK",1980,2521567
"6144","TOTAL","F","SM",1980,NA
"6145","TOTAL","F","TR",1980,21641899
"6146","TOTAL","F","UA",1980,NA
"6147","TOTAL","F","UK",1980,28892661
"6148","TOTAL","F","XK",1980,NA
"6149","TOTAL","M","AD",1980,NA
"6150","TOTAL","M","AL",1980,NA
"6151","TOTAL","M","AM",1980,NA
"6152","TOTAL","M","AT",1980,3564180
"6153","TOTAL","M","AZ",1980,NA
"6154","TOTAL","M","BA",1980,NA
"6155","TOTAL","M","BE",1980,4818944
"6156","TOTAL","M","BG",1980,4409149
"6157","TOTAL","M","BY",1980,NA
"6158","TOTAL","M","CH",1980,3066235
"6159","TOTAL","M","CY",1980,250900
"6160","TOTAL","M","CZ",1980,5004685
"6161","TOTAL","M","DE",1980,29317070
"6162","TOTAL","M","DE_TOT",1980,37156554
"6163","TOTAL","M","DK",1980,2529053
"6164","TOTAL","M","EA18",1980,143673570
"6165","TOTAL","M","EA19",1980,NA
"6166","TOTAL","M","EE",1980,681573
"6167","TOTAL","M","EEA30",1980,224236272
"6168","TOTAL","M","EEA31",1980,NA
"6169","TOTAL","M","EFTA",1980,5215430
"6170","TOTAL","M","EL",1980,4702330
"6171","TOTAL","M","ES",1980,18273107
"6172","TOTAL","M","EU27",1980,222087077
"6173","TOTAL","M","EU28",1980,NA
"6174","TOTAL","M","FI",1980,2306784
"6175","TOTAL","M","FR",1980,NA
"6176","TOTAL","M","FX",1980,26243789
"6177","TOTAL","M","GE",1980,NA
"6178","TOTAL","M","HR",1980,NA
"6179","TOTAL","M","HU",1980,5188709
"6180","TOTAL","M","IE",1980,1705100
"6181","TOTAL","M","IS",1980,114439
"6182","TOTAL","M","IT",1980,27459187
"6183","TOTAL","M","LI",1980,12896
"6184","TOTAL","M","LT",1980,1602266
"6185","TOTAL","M","LU",1980,177975
